run,game,pass,turn,level,turns_since_level_start,rounds,asst_chars,loose,any_field,World model,Goal model,Action model,Recent findings,Open questions,Plan,Cross-level notes
20260830_104347_prompt-static-to-system,ls20-9607627b,1,25,2,16,1,490,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,1,26,2,17,1,488,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,1,27,2,18,2,986,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,1,1,0,1,936,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,2,1,1,1,284,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,3,1,2,1,779,1,1,0,0,0,1,0,1,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,4,1,3,1,438,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,5,1,4,1,489,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,6,2,0,1,734,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,7,2,1,2,1229,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,8,2,2,2,1234,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,9,2,3,1,428,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,10,2,4,2,1017,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,11,2,5,4,1953,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,12,2,6,2,1383,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,13,2,7,8,3524,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,14,2,8,1,265,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,15,2,9,4,2139,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,16,2,10,1,646,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,17,2,11,1,137,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,18,2,12,1,87,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,19,2,13,1,81,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,20,2,14,1,109,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,21,2,15,1,452,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,2,22,2,16,11,4784,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,1,1,0,1,1099,1,1,1,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,2,1,1,1,160,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,3,1,2,1,358,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,4,1,3,1,515,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,5,1,4,1,535,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,6,1,5,1,641,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,7,1,6,1,357,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,8,1,7,1,291,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,9,1,8,1,175,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,10,1,9,1,278,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,11,1,10,1,416,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,12,1,11,1,244,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,13,1,12,3,1538,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,14,1,13,2,1411,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,15,1,14,1,521,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,16,1,15,1,674,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,17,1,16,1,271,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,18,1,17,1,544,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,19,1,18,1,436,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,20,1,19,1,226,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,21,1,20,1,454,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,22,1,21,1,276,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,23,1,22,1,211,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,24,1,23,1,305,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,25,1,24,1,200,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,26,1,25,1,2471,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,27,1,26,1,465,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,28,1,27,1,164,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,29,1,28,1,198,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,30,1,29,1,248,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,31,1,30,1,483,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,32,1,31,1,507,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,33,1,32,1,317,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,34,1,33,1,0,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,35,1,34,1,420,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,36,1,35,2,799,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,37,1,36,1,370,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,38,1,37,1,360,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,39,1,38,1,345,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,40,1,39,1,408,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,41,1,40,1,460,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,42,1,41,1,600,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,3,43,1,42,2,2558,1,1,0,0,0,0,1,2,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,1,1,0,1,753,1,1,1,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,2,1,1,1,179,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,3,1,2,1,365,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,4,1,3,1,401,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,5,1,4,1,751,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,6,1,5,1,370,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,7,1,6,1,278,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,8,1,7,1,335,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,9,2,0,1,113,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,10,2,1,7,2376,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,11,2,2,5,2310,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,12,2,3,1,130,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,13,2,4,1,204,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,14,2,5,1,356,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,15,2,6,3,890,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,16,2,7,2,2587,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,17,2,8,2,1148,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,18,2,9,1,504,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,19,2,10,2,477,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,20,2,11,1,393,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,21,2,12,2,930,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,22,2,13,1,439,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,23,2,14,1,502,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,24,2,15,1,431,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,25,2,16,2,910,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,26,2,17,1,1957,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,27,2,18,2,806,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,28,2,19,1,439,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,29,2,20,1,396,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,ls20-9607627b,4,30,2,21,1,37,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,1,1,0,1,478,1,1,1,0,0,0,0,1,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,2,1,1,1,373,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,3,1,2,1,112,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,5,1,4,1,311,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,6,1,5,1,291,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,7,1,6,2,1007,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,8,1,7,2,485,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,9,1,8,1,381,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,10,1,9,4,2020,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,11,1,10,2,685,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,12,1,11,1,200,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,13,1,12,1,126,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,14,1,13,1,189,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,15,1,14,1,298,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,16,2,0,1,320,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,17,2,1,9,4971,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,18,2,2,5,1817,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,19,2,3,5,2643,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,20,2,4,1,482,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,21,2,5,1,353,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,22,2,6,1,540,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,0,23,2,7,2,929,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,1,1,0,1,293,1,1,1,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,2,1,1,1,267,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,3,1,2,1,175,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,4,1,3,1,197,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,5,1,4,1,240,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,6,1,5,1,478,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,7,1,6,1,178,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,8,1,7,1,216,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,9,1,8,1,492,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,10,1,9,1,262,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,11,1,10,1,89,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,12,1,11,1,196,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,13,1,12,1,544,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,14,1,13,1,560,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,15,1,14,1,277,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,16,1,15,1,99,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,17,1,16,1,91,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,18,1,17,1,87,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,19,1,18,1,46,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,20,1,19,1,627,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,21,1,20,1,2089,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,22,1,21,1,255,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,23,1,22,1,145,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,24,1,23,1,313,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,25,1,24,1,334,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,26,1,25,2,996,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,27,1,26,1,346,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,28,1,27,1,735,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,29,1,28,1,404,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,30,1,29,2,456,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,31,1,30,1,327,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,32,1,31,1,211,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,33,1,32,2,661,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,34,1,33,1,200,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,35,1,34,1,159,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,36,1,35,1,879,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,37,1,36,2,516,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,38,1,37,1,79,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,39,1,38,1,367,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,40,1,39,1,297,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,41,1,40,1,351,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,42,1,41,6,1857,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,43,1,42,3,867,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,44,1,43,1,259,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,45,1,44,1,366,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,46,1,45,2,307,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,1,47,1,46,1,0,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,1,1,0,1,581,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,2,1,1,1,309,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,3,1,2,1,381,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,5,1,4,1,207,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,6,1,5,1,76,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,7,1,6,1,275,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,8,1,7,1,624,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,9,1,8,1,189,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,10,1,9,1,521,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,11,1,10,1,0,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,12,1,11,1,120,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,13,1,12,3,929,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,14,1,13,1,122,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,15,1,14,1,634,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,16,1,15,2,614,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,17,1,16,4,1523,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,18,1,17,3,915,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,19,1,18,5,1999,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,20,1,19,1,179,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,21,1,20,1,71,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,22,1,21,3,2629,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,23,1,22,1,573,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,24,1,23,1,128,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,25,1,24,1,51,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,26,1,25,1,71,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,27,1,26,1,186,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,28,2,0,1,475,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,29,2,1,1,656,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,30,2,2,1,132,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,31,2,3,4,1151,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,32,2,4,1,247,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,33,2,5,1,226,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,34,2,6,1,183,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,35,2,7,1,111,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,2,36,2,8,1,300,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,1,1,0,1,594,1,1,0,0,0,0,0,1,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,2,1,1,1,335,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,3,1,2,1,258,1,1,1,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,4,1,3,2,789,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,5,1,4,1,190,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,6,1,5,1,677,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,7,1,6,1,448,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,8,1,7,2,804,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,9,1,8,1,476,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,10,1,9,7,2423,1,1,0,0,0,0,0,1,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,11,1,10,2,821,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,12,1,11,1,263,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,13,1,12,1,163,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,14,2,0,1,254,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,15,2,1,2,1034,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,16,2,2,1,595,0,1,0,0,0,0,0,1,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,17,2,3,2,415,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,18,2,4,1,219,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,19,2,5,1,524,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,20,2,6,1,404,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,21,2,7,1,146,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,22,2,8,1,120,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,23,2,9,1,374,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,24,2,10,4,2100,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,25,2,11,1,1159,0,1,0,0,0,0,0,1,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,26,2,12,2,1431,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,27,2,13,1,677,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,28,2,14,1,263,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,29,2,15,1,67,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,30,2,16,1,79,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,31,2,17,1,337,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,32,2,18,1,88,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,33,2,19,1,410,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,3,34,2,20,1,213,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,4,1,1,0,1,371,1,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,4,2,1,1,1,366,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,4,3,1,2,1,483,0,0,0,0,0,0,0,0,0
20260830_104347_prompt-static-to-system,m0r0-492f87ba,4,4,1,3,1,318,0,0,0,0,0,0,0,0,0
